StudentPerformance-dataset
Hours_Studied,Attendance,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Exam_Score
27,92,Medium,Yes,7,83,Low,Low,Public,Positive,4,Yes,70
20,89,Medium,Yes,8,85,Medium,Medium,Public,Positive,1,No,70
19,97,High,No,5,78,Low,Medium,Private,Negative,3,No,70
19,78,High,Yes,9,78,Medium,Low,Public,Negative,2,No,67
28,67,Medium,Yes,7,51,Medium,Medium,Public,Neutral,3,No,67
16,62,Low,No,7,89,High,Medium,Public,Neutral,3,No,59
28,70,Medium,Yes,4,96,Low,Medium,Private,Positive,2,No,67
21,66,Medium,Yes,7,56,Medium,Low,Private,Neutral,4,No,65
19,82,Medium,No,5,90,Medium,High,Public,Negative,3,No,68
35,67,High,Yes,6,77,Low,Low,Public,Positive,3,No,71
14,62,Medium,No,5,64,Medium,Low,Public,Neutral,3,No,61
18,61,Medium,Yes,6,96,Medium,Medium,Public,Negative,3,No,63
13,93,High,Yes,7,51,Low,Low,Private,Neutral,3,No,67
26,84,Medium,No,7,64,Medium,Medium,Public,Neutral,4,No,69
30,74,High,No,8,94,Low,Medium,Public,Positive,3,No,70
30,96,Low,Yes,4,74,High,Low,Public,Negative,3,No,69
27,63,Medium,Yes,7,80,Medium,Low,Public,Neutral,4,No,66
19,99,Low,Yes,7,87,Low,Medium,Public,Positive,4,No,70
18,85,Medium,Yes,6,57,Low,Medium,Public,Neutral,2,No,67
10,67,High,No,6,61,Medium,Low,Private,Neutral,2,No,61
32,87,High,Yes,9,100,Medium,Medium,Private,Neutral,2,No,74
23,91,High,Yes,10,62,Low,Medium,Private,Negative,3,No,70
17,77,Medium,Yes,4,77,Low,Medium,Private,Positive,4,No,66
28,94,High,Yes,6,65,High,Low,Public,Positive,1,No,73
14,66,Medium,Yes,5,93,Medium,Medium,Private,Negative,2,No,62
22,71,Low,Yes,7,98,Low,Low,Public,Neutral,2,No,65
19,64,Medium,No,9,57,Low,Medium,Private,Neutral,3,No,62
24,68,Medium,Yes,8,80,Medium,Low,Public,Positive,4,No,64
20,70,Medium,Yes,7,91,Medium,Low,Public,Negative,2,No,63
11,97,Medium,No,7,91,Medium,Medium,Public,Positive,4,No,69
20,63,Medium,No,7,72,Low,Low,Public,Negative,5,Yes,63
26,77,Medium,Yes,8,61,Medium,Low,Public,Neutral,4,No,67
20,81,Low,No,8,69,Medium,Medium,Private,Neutral,2,No,65
25,96,High,No,8,88,Medium,Low,Private,Neutral,1,No,71
14,100,Medium,Yes,4,100,Medium,Low,Public,Neutral,3,No,71
20,90,Medium,No,7,78,High,Medium,Public,Positive,4,Yes,69
16,99,High,Yes,7,60,Medium,Low,Private,Neutral,3,No,71
24,91,Medium,Yes,8,52,Medium,Low,Public,Neutral,5,No,68
20,99,Medium,Yes,7,97,Medium,Low,Public,Neutral,0,No,70
24,88,High,Yes,8,74,Medium,Low,Private,Neutral,3,No,71
27,63,Medium,Yes,6,86,Medium,Medium,Public,Positive,4,No,68
24,76,High,No,8,83,Medium,High,Private,Positive,4,No,69
22,86,Medium,Yes,9,95,Medium,Medium,Private,Positive,2,No,71
14,74,Medium,No,5,63,Low,Low,Private,Positive,3,No,63
20,71,Medium,No,5,72,Medium,Medium,Public,Positive,4,No,66
17,83,Medium,No,8,96,Medium,Low,Public,Positive,3,No,67
18,97,Low,Yes,7,79,Medium,High,Private,Positive,3,No,71
18,61,Low,No,9,54,Medium,Medium,Public,Neutral,2,No,59
14,91,Medium,Yes,7,60,Medium,High,Public,Neutral,2,No,67
8,89,High,No,8,62,Medium,Medium,Public,Positive,4,Yes,66
16,99,High,Yes,6,100,High,High,Public,Positive,3,No,72
21,97,High,No,8,61,Low,Low,Public,Neutral,3,Yes,70
12,90,Medium,Yes,8,93,Low,High,Public,Neutral,3,No,68
20,81,Medium,No,6,54,Low,Low,Public,Positive,2,No,63
31,68,Medium,No,9,59,Medium,High,Public,Neutral,2,No,69
26,82,Medium,No,4,94,Low,Low,Private,Positive,3,No,67
30,91,High,Yes,7,95,Low,Medium,Public,Positive,3,No,75
22,96,Low,Yes,5,59,Medium,Medium,Private,Positive,2,No,67
27,92,High,Yes,5,61,Medium,Medium,Private,Positive,3,No,74
16,68,High,Yes,8,77,Medium,Medium,Public,Positive,4,No,66
16,84,High,Yes,5,53,Medium,Low,Public,Neutral,1,No,65
4,73,Medium,Yes,5,97,High,Low,Public,Negative,1,No,60
27,60,High,No,8,68,High,Medium,Private,Negative,4,Yes,63
29,68,High,Yes,5,74,Low,High,Public,Neutral,2,Yes,69
17,65,High,No,9,55,Medium,Medium,Public,Positive,2,No,64
18,94,Medium,Yes,8,52,Medium,Medium,Private,Positive,4,No,68
15,70,Medium,No,6,73,Low,Medium,Public,Positive,4,No,63
22,71,Medium,Yes,8,56,Low,Medium,Public,Neutral,2,No,65
27,98,High,No,4,82,Medium,High,Public,Positive,3,No,74
10,75,High,Yes,8,90,Medium,Low,Public,Positive,2,No,65
22,60,Medium,Yes,5,52,Medium,Low,Public,Negative,2,No,61
18,71,High,Yes,6,81,Medium,Low,Public,Positive,3,No,66
21,65,High,Yes,6,91,High,Medium,Public,Positive,3,No,67
23,64,Medium,Yes,9,72,Medium,Low,Public,Positive,3,No,66
19,63,Medium,No,6,98,High,High,Private,Positive,2,No,69
19,84,Medium,Yes,7,56,Low,Low,Public,Neutral,3,No,65
19,68,High,No,6,66,Medium,Medium,Public,Neutral,3,No,65
26,74,Medium,No,6,62,Medium,Low,Private,Neutral,3,No,66
23,94,High,No,5,100,Low,Medium,Public,Neutral,2,No,73
21,77,Medium,Yes,7,65,Medium,Low,Public,Negative,2,No,64
12,97,Low,Yes,7,69,Low,Low,Public,Positive,5,No,67
18,80,Low,Yes,8,92,High,Medium,Private,Positive,1,No,67
25,76,Low,Yes,7,96,Medium,Medium,Public,Positive,4,Yes,68
20,90,Low,Yes,7,97,Medium,High,Public,Positive,3,No,71
24,63,Medium,Yes,8,78,Medium,Low,Private,Negative,3,No,64
31,64,Medium,Yes,6,83,Medium,Medium,Public,Positive,2,No,67
26,86,Low,No,5,67,Medium,Low,Private,Positive,1,No,68
21,79,Medium,Yes,8,80,High,Low,Private,Negative,3,No,67
17,92,Medium,Yes,6,65,High,Medium,Public,Positive,2,No,70
5,97,Low,Yes,7,87,Medium,Medium,Private,Neutral,3,Yes,64
19,76,Medium,Yes,6,65,Medium,Low,Public,Neutral,4,Yes,63
18,84,High,No,6,94,Medium,High,Public,Neutral,4,No,71
22,80,Low,No,4,57,Low,Low,Public,Neutral,3,No,64
19,99,Low,No,8,79,High,Medium,Private,Positive,4,No,70
18,93,High,No,4,76,High,Low,Public,Negative,3,No,70
9,96,High,Yes,9,63,Medium,High,Private,Neutral,1,No,67
14,70,Medium,Yes,9,51,Low,Low,Public,Negative,4,No,62
23,91,Medium,No,6,57,Low,Low,Private,Positive,2,No,69
30,71,High,No,9,98,Low,High,Public,Positive,1,No,69
19,68,High,No,10,97,Low,Low,Public,Positive,3,No,62
22,98,Medium,No,7,56,High,High,Private,Neutral,1,No,70
26,61,Medium,Yes,8,69,High,Medium,Public,Positive,3,No,66
15,99,Medium,No,7,73,Low,Low,Public,Positive,3,No,69
22,66,Low,Yes,9,74,Medium,Low,Public,Negative,3,No,65
16,93,High,Yes,5,65,Low,Medium,Public,Negative,3,No,66
25,71,Medium,Yes,7,96,Low,Low,Public,Positive,3,No,69
21,74,Medium,Yes,8,95,Low,Medium,Private,Positive,5,Yes,66
22,69,High,Yes,8,51,Medium,Low,Public,Positive,3,No,65
15,83,Low,Yes,7,83,Low,High,Public,Neutral,2,No,66
24,74,Low,Yes,9,54,Medium,Low,Public,Neutral,3,No,63
33,86,Medium,Yes,7,80,Medium,Low,Public,Neutral,3,No,72
14,61,Medium,Yes,7,93,Low,Medium,Public,Negative,2,No,62
18,63,High,No,8,82,Medium,High,Private,Negative,1,No,64
21,64,Low,No,7,73,High,Low,Public,Negative,2,Yes,61
25,77,Medium,Yes,7,98,Low,High,Public,Positive,2,No,70
17,93,Medium,No,6,87,Medium,Low,Private,Negative,2,No,67
3,96,High,Yes,10,62,Medium,Low,Private,Neutral,4,No,66
28,70,Medium,Yes,6,69,Medium,Low,Public,Positive,4,Yes,66
25,83,Medium,Yes,8,88,Low,Medium,Public,Neutral,3,Yes,68
10,91,High,Yes,10,51,Medium,Low,Public,Positive,3,No,67
16,72,High,No,5,53,Medium,High,Public,Positive,3,No,65
29,76,High,Yes,8,93,Low,Medium,Public,Positive,4,No,70
29,81,Medium,Yes,7,52,Medium,High,Public,Neutral,4,No,69
26,65,Medium,Yes,10,84,Medium,Low,Public,Positive,4,No,68
19,61,Medium,No,6,66,Medium,High,Public,Neutral,1,No,61
20,66,High,Yes,6,91,Low,Medium,Public,Negative,5,No,65
19,85,High,No,7,92,Medium,Medium,Public,Neutral,2,No,71
27,63,High,No,6,98,Low,Medium,Private,Negative,3,No,66
15,68,High,No,6,55,Medium,High,Private,Positive,3,No,62
15,74,Low,No,10,71,Medium,Low,Public,Negative,2,No,61
26,63,High,Yes,7,79,Medium,Low,Public,Negative,2,No,67
20,68,High,Yes,6,96,Medium,Low,Public,Neutral,3,No,66
28,96,High,No,6,63,High,High,Public,Positive,2,No,71
16,61,High,Yes,8,54,High,Low,Private,Positive,3,No,62
20,86,Medium,Yes,8,60,Low,High,Public,Neutral,3,Yes,67
14,75,Medium,Yes,6,75,Medium,Low,Public,Neutral,2,No,64
20,87,Low,No,5,84,Medium,Medium,Private,Neutral,3,No,68
11,84,Medium,Yes,7,85,High,Medium,Public,Neutral,4,No,67
17,69,Medium,Yes,7,54,High,High,Public,Neutral,2,No,63
11,94,High,No,6,88,Medium,Medium,Public,Positive,4,No,70
24,80,High,Yes,9,83,Medium,Low,Public,Negative,1,No,67
24,93,High,Yes,8,70,Low,Medium,Private,Neutral,3,No,71
10,76,Low,Yes,7,79,Low,Medium,Private,Neutral,4,No,62
28,99,Medium,Yes,6,88,Medium,Low,Public,Positive,4,No,75
35,91,Medium,Yes,10,63,Low,Medium,Public,Neutral,5,No,72
20,99,Low,Yes,5,97,Low,High,Public,Neutral,3,No,73
16,81,Medium,No,6,57,High,Low,Private,Positive,3,No,64
37,79,High,No,6,95,High,High,Public,Negative,1,No,73
12,90,Low,Yes,7,87,Low,Low,Public,Neutral,2,No,66
20,95,Low,No,8,83,High,Medium,Private,Positive,3,No,69
21,99,Medium,Yes,5,54,High,Low,Public,Neutral,4,No,70
28,73,High,Yes,6,96,Medium,Medium,Public,Negative,0,No,70
22,92,High,No,8,65,Medium,Medium,Private,Positive,2,No,71
17,68,High,Yes,6,87,High,Low,Private,Positive,4,Yes,64
14,82,High,No,6,94,Low,Medium,Private,Negative,4,No,71
18,67,Medium,Yes,7,62,High,Low,Private,Positive,2,No,63
14,74,High,Yes,6,96,Low,Low,Public,Neutral,4,No,68
20,97,Medium,No,7,81,Medium,Medium,Public,Neutral,3,Yes,71
17,66,Medium,Yes,8,83,Medium,Medium,Private,Negative,5,No,65
11,85,Medium,Yes,7,96,Medium,Low,Public,Neutral,3,No,66
28,84,High,Yes,9,76,High,High,Private,Negative,3,No,72
17,65,High,Yes,8,72,Low,Low,Public,Positive,4,No,65
12,73,Medium,No,7,82,Medium,Low,Public,Positive,3,No,60
19,83,Medium,No,7,78,High,Low,Public,Positive,4,No,67
20,67,High,No,10,53,High,Low,Private,Positive,2,No,65
10,92,Low,Yes,6,59,High,Low,Public,Negative,2,No,64
22,99,High,Yes,7,51,Medium,High,Public,Negative,4,Yes,72
14,69,Medium,No,6,55,Medium,Low,Private,Positive,2,No,62
30,67,Medium,Yes,8,86,Medium,Low,Public,Neutral,4,No,67
23,78,Medium,Yes,10,50,Medium,Medium,Private,Positive,3,Yes,67
18,90,Medium,No,7,65,Low,Medium,Public,Positive,3,No,69
16,71,High,Yes,7,72,Low,Medium,Private,Neutral,4,No,65
19,61,High,No,7,97,Low,Medium,Public,Negative,3,Yes,62
24,82,Medium,Yes,5,66,Medium,Medium,Private,Neutral,3,No,69
20,98,High,No,7,89,Medium,High,Public,Positive,3,No,72
19,76,High,Yes,10,70,Low,Low,Public,Negative,3,No,63
20,77,Medium,No,8,55,Low,Medium,Public,Negative,3,No,64
16,99,Medium,Yes,9,55,Medium,High,Public,Neutral,3,Yes,67
18,88,Medium,No,9,72,High,High,Public,Neutral,4,No,70
7,89,Low,Yes,6,53,Medium,Low,Private,Neutral,2,No,64
26,83,Medium,No,10,79,Medium,High,Public,Neutral,2,No,69
22,99,High,No,4,75,Low,Medium,Private,Negative,4,No,72
15,88,Medium,Yes,7,85,Medium,Medium,Private,Negative,2,No,69
31,96,Medium,Yes,4,59,Medium,Low,Private,Neutral,5,No,75
21,88,Medium,No,4,80,Low,Medium,Public,Positive,2,Yes,67
14,89,Medium,Yes,8,59,High,Low,Private,Neutral,3,No,67
25,72,Medium,No,6,86,High,Medium,Public,Neutral,2,No,66
22,72,Low,Yes,9,65,High,Medium,Public,Neutral,3,No,64
22,91,Low,No,4,81,Medium,Low,Private,Negative,3,No,68
17,72,Medium,Yes,7,94,High,Low,Public,Neutral,5,No,66
23,83,Medium,No,5,74,Medium,Low,Public,Negative,2,No,69
18,70,Low,Yes,7,60,Medium,Medium,Public,Positive,3,No,65
23,93,Low,Yes,9,94,High,Medium,Private,Negative,3,No,70
9,64,Low,Yes,10,68,Low,Medium,Private,Negative,3,No,57
17,93,Medium,No,8,87,Low,High,Private,Negative,3,No,69
30,84,Low,Yes,5,66,Low,Medium,Public,Positive,2,No,70
15,67,Medium,Yes,5,65,Medium,Medium,Private,Negative,2,No,63
16,82,Medium,No,7,82,Medium,Medium,Public,Neutral,3,No,66
17,71,Medium,Yes,6,58,Medium,Medium,Private,Positive,3,Yes,64
13,73,High,No,8,93,Medium,High,Public,Neutral,3,No,65
7,74,Medium,No,10,69,High,High,Public,Positive,4,No,64
19,63,Low,Yes,6,51,High,Medium,Public,Neutral,4,No,62
21,99,Medium,Yes,6,65,Low,Medium,Private,Positive,2,No,71
20,61,High,No,5,89,Medium,Medium,Public,Neutral,2,No,64
19,86,High,Yes,7,93,High,Medium,Public,Neutral,2,No,72
20,75,Medium,No,7,78,Medium,Low,Public,Negative,2,No,64
26,86,Low,Yes,7,65,Medium,High,Private,Neutral,4,No,71
19,74,Medium,Yes,8,76,High,Medium,Public,Neutral,4,Yes,68
17,87,Medium,Yes,8,92,Medium,High,Public,Negative,2,No,68
18,89,Medium,No,7,66,Medium,Medium,Public,Positive,3,No,68
23,88,Medium,No,7,69,Medium,Low,Public,Negative,3,No,69
28,65,Medium,Yes,7,77,High,Low,Public,Positive,3,No,67
16,86,Low,No,7,94,Low,Low,Private,Positive,4,No,66
21,71,Medium,Yes,6,79,Medium,Low,Private,Neutral,4,No,65
22,61,High,No,5,60,High,High,Private,Neutral,2,No,63
14,77,Low,No,7,54,Medium,Medium,Public,Negative,2,No,62
20,77,High,No,6,55,Medium,High,Private,Neutral,1,No,67
11,79,Medium,Yes,8,98,Medium,Low,Public,Neutral,4,No,65
9,88,Medium,Yes,7,91,Medium,Low,Public,Negative,3,No,66
22,72,High,No,7,88,Medium,Medium,Public,Positive,4,No,66
18,73,Medium,Yes,8,75,Medium,High,Public,Neutral,1,Yes,64
21,62,Medium,Yes,5,84,Medium,Low,Public,Positive,4,No,67
20,87,Medium,No,10,56,Medium,Medium,Public,Neutral,2,No,67
14,83,Low,No,4,81,Low,Low,Public,Negative,4,Yes,61
20,74,Medium,Yes,9,91,Medium,Low,Public,Neutral,5,No,66
13,88,Medium,Yes,7,53,Medium,Medium,Private,Negative,4,No,66
28,81,Low,Yes,6,65,Medium,Low,Public,Positive,2,No,67
12,79,Medium,No,5,56,High,Low,Public,Positive,5,No,64
19,80,Low,No,6,63,Low,Low,Public,Neutral,3,No,64
14,85,Medium,No,7,89,Medium,Medium,Public,Positive,2,No,67
23,86,High,No,7,67,Low,Medium,Private,Neutral,3,Yes,68
18,72,Low,No,9,84,Medium,Medium,Public,Neutral,4,No,64
17,66,Medium,Yes,7,89,Medium,Medium,Private,Negative,3,No,63
25,66,High,Yes,7,91,Medium,Low,Public,Neutral,3,No,68
20,86,Low,No,8,94,Low,Low,Private,Negative,2,No,64
23,95,Medium,Yes,7,80,High,Low,Public,Neutral,4,No,70
14,76,Medium,No,7,64,Medium,Medium,Private,Positive,3,No,64
12,67,Medium,No,7,58,Medium,High,Public,Neutral,2,Yes,59
21,90,Medium,Yes,8,75,Medium,Low,Public,Neutral,2,No,71
18,93,Medium,Yes,6,55,Medium,Low,Public,Negative,5,No,67
24,95,Low,Yes,6,96,High,Low,Private,Neutral,3,No,73
20,84,Low,No,8,72,Medium,High,Public,Neutral,3,No,66
21,94,High,No,5,94,Medium,Low,Private,Neutral,2,No,73
10,61,Medium,Yes,7,85,High,Medium,Public,Neutral,4,No,62
31,64,High,No,6,93,Medium,Low,Public,Neutral,3,No,69
19,64,High,No,8,94,Medium,Medium,Private,Neutral,3,Yes,66
24,89,Low,Yes,9,53,Medium,Low,Private,Neutral,3,No,68
15,63,Medium,Yes,6,86,Low,High,Public,Positive,5,No,65
22,80,Medium,Yes,8,61,High,Low,Public,Positive,2,No,67
12,79,Medium,Yes,7,99,Low,Medium,Public,Negative,2,Yes,64
23,72,High,Yes,6,89,Medium,Medium,Private,Negative,3,No,67
18,95,Low,Yes,7,50,Low,Medium,Private,Neutral,3,No,66
20,67,Medium,No,9,96,High,High,Public,Positive,3,No,68
24,74,Medium,Yes,7,65,Low,Medium,Public,Neutral,2,No,68
13,91,Low,Yes,9,71,Low,Low,Public,Positive,2,No,64
16,61,Medium,Yes,7,81,Low,Medium,Public,Neutral,1,No,63
23,87,Medium,No,5,96,Medium,Medium,Public,Positive,3,No,72
33,93,Medium,No,7,96,Medium,Low,Public,Positive,1,No,75
19,97,Medium,No,5,78,Low,Low,Public,Positive,3,No,71
24,95,Medium,No,7,66,Low,High,Public,Negative,3,No,71
19,73,Medium,Yes,6,64,Low,Medium,Public,Positive,5,Yes,66
32,83,Medium,Yes,10,68,Medium,Low,Private,Positive,4,No,71
10,63,Medium,No,9,59,Low,Medium,Public,Positive,5,No,61
21,70,Medium,Yes,7,83,Medium,Medium,Public,Neutral,3,No,65
10,64,Low,No,9,76,Low,Low,Private,Positive,1,No,58
5,73,Low,Yes,6,89,High,Medium,Public,Neutral,2,No,62
22,95,Low,No,5,55,Medium,High,Public,Neutral,0,Yes,69
21,74,Low,Yes,8,70,Medium,Medium,Public,Neutral,3,No,65
18,82,Medium,Yes,8,62,High,Low,Private,Neutral,4,No,69
19,77,Medium,Yes,6,77,High,Low,Private,Neutral,3,No,68
39,78,Medium,No,6,73,Medium,Low,Public,Positive,2,No,70
18,99,Medium,Yes,8,72,Medium,Low,Public,Neutral,4,No,72
23,72,Medium,Yes,4,66,Low,Low,Private,Positive,4,No,66
16,85,High,Yes,8,86,Low,High,Private,Neutral,4,No,68
22,77,Medium,Yes,7,74,High,Low,Private,Negative,4,No,67
19,62,Low,Yes,8,60,Medium,Low,Public,Positive,2,No,61
18,80,Low,Yes,8,77,Medium,Low,Public,Negative,2,No,64
31,93,Medium,No,6,80,Medium,Medium,Public,Neutral,2,No,74
27,64,Medium,No,5,51,High,Low,Public,Negative,3,No,64
21,63,Low,Yes,9,60,Medium,Medium,Public,Negative,2,No,64
6,66,Medium,Yes,7,62,Low,Low,Public,Neutral,4,No,61
18,91,High,Yes,7,62,Medium,Low,Private,Positive,3,No,71
36,89,Low,Yes,8,62,Low,Low,Private,Negative,3,No,72
19,83,High,No,6,64,Medium,Medium,Private,Negative,5,No,68
27,79,High,Yes,8,63,High,Low,Public,Negative,5,No,69
29,96,High,No,8,94,High,Low,Public,Negative,4,No,74
21,91,High,Yes,9,66,Low,Low,Public,Neutral,4,No,70
15,92,Low,Yes,9,67,Low,High,Public,Positive,2,No,69
5,93,Low,No,7,63,Medium,Medium,Public,Neutral,3,No,64
24,86,Low,Yes,8,98,Medium,High,Public,Positive,5,No,71
15,78,Low,Yes,7,77,Low,High,Public,Neutral,3,No,65
21,95,Medium,Yes,7,81,Medium,Medium,Public,Neutral,3,No,71
13,97,High,Yes,5,87,Low,Medium,Public,Neutral,2,No,71
18,61,Medium,Yes,7,67,Medium,High,Public,Positive,2,No,66
20,62,Medium,No,4,98,High,High,Public,Negative,4,No,64
22,98,Medium,No,7,58,Medium,Medium,Private,Neutral,3,No,70
13,71,Low,No,9,73,Low,High,Private,Neutral,3,No,61
27,95,Medium,Yes,8,57,High,Medium,Private,Positive,3,No,71
16,76,Medium,No,7,90,Medium,Low,Public,Neutral,3,No,65
10,65,High,No,7,55,Medium,Low,Public,Neutral,3,No,59
19,63,Medium,Yes,6,78,Low,Medium,Public,Neutral,2,Yes,63
20,66,Medium,Yes,6,55,Low,High,Public,Negative,3,No,64
21,70,Low,No,8,73,Low,High,Public,Neutral,4,No,63
28,80,High,No,5,64,Medium,Low,Private,Neutral,2,No,70
19,88,Medium,Yes,5,95,Medium,Medium,Public,Neutral,3,No,70
19,99,High,Yes,8,53,Medium,Medium,Private,Neutral,4,No,72
13,78,High,No,7,82,High,Low,Public,Neutral,2,No,65
25,81,Medium,Yes,7,85,High,Medium,Public,Negative,1,No,71
21,81,Medium,Yes,7,94,Medium,Medium,Public,Neutral,1,No,70
17,82,Low,No,10,94,Medium,High,Private,Neutral,3,No,66
9,81,Medium,Yes,7,99,Medium,Low,Public,Neutral,3,No,64
29,60,High,No,7,63,Medium,Low,Public,Negative,4,No,64
13,60,Low,No,10,64,Low,Medium,Public,Neutral,4,No,59
16,64,High,Yes,7,70,Medium,Low,Public,Positive,4,No,65
22,64,Medium,Yes,10,77,Medium,Low,Public,Positive,3,No,66
13,88,Medium,Yes,4,68,High,High,Public,Positive,2,No,67
11,68,Medium,Yes,5,87,Medium,Low,Public,Positive,4,Yes,62
7,96,Low,No,6,50,Medium,High,Private,Negative,3,No,65
24,97,Medium,Yes,8,51,Medium,Low,Public,Neutral,2,No,73
17,99,Medium,No,10,86,Low,Medium,Private,Positive,2,No,70
38,98,Medium,No,6,94,Medium,Low,Public,Negative,4,No,75
14,71,High,Yes,8,89,Medium,Medium,Public,Neutral,3,No,66
14,80,Medium,No,10,56,Low,Low,Public,Positive,3,No,65
17,67,Medium,No,9,97,Medium,Medium,Public,Neutral,3,No,64
21,92,Low,No,6,76,Low,Low,Public,Positive,5,No,70
17,96,High,Yes,8,87,Medium,Medium,Private,Positive,5,No,71
24,94,Medium,No,8,60,Low,Medium,Public,Neutral,3,No,68
14,77,Medium,Yes,6,77,Low,Low,Private,Neutral,2,No,64
12,90,High,No,8,67,Low,Low,Public,Neutral,3,No,67
9,64,High,Yes,6,99,Medium,Low,Public,Positive,6,Yes,65
7,62,Medium,Yes,7,74,Medium,Medium,Public,Neutral,3,No,62
17,90,High,Yes,5,88,Low,Medium,Public,Negative,1,No,68
18,77,Medium,Yes,4,80,Medium,Medium,Private,Negative,2,No,66
16,100,High,Yes,7,55,High,Low,Public,Negative,2,Yes,69
27,64,Medium,Yes,7,77,High,High,Public,Neutral,4,No,68
27,94,Low,No,5,77,Medium,Medium,Public,Positive,2,No,71
18,79,High,Yes,8,86,Medium,Low,Public,Neutral,4,No,68
9,93,Low,Yes,7,66,Medium,Low,Private,Neutral,2,No,64
17,93,Medium,No,8,93,Low,Low,Public,Negative,3,No,66
16,97,Low,Yes,8,81,High,High,Private,Positive,2,No,70
16,72,Medium,No,9,52,Medium,Medium,Public,Negative,1,Yes,60
16,98,Medium,Yes,8,85,Low,Low,Public,Positive,2,No,69
16,66,Medium,Yes,7,95,Low,Medium,Public,Positive,4,No,65
18,63,High,Yes,7,84,Medium,Medium,Public,Neutral,2,No,66
16,77,Low,No,10,69,Medium,Medium,Private,Neutral,3,No,64
21,93,High,No,8,80,Medium,High,Public,Positive,1,No,71
22,79,Low,No,7,59,Medium,Medium,Public,Positive,3,No,66
15,93,Low,Yes,7,80,Low,Low,Public,Positive,3,No,66
28,89,Medium,No,6,75,Medium,Low,Private,Negative,3,No,68
14,68,High,No,5,51,High,High,Public,Neutral,5,Yes,63
10,98,Low,Yes,10,66,Low,Low,Public,Negative,2,No,66
22,62,Medium,No,8,60,Low,Medium,Public,Positive,2,No,61
15,96,Low,No,5,70,High,Low,Private,Positive,3,No,70
22,72,High,Yes,7,62,Low,High,Private,Neutral,2,No,68
6,80,Medium,Yes,9,92,Low,Low,Public,Neutral,2,No,65
28,77,Medium,No,6,85,High,Low,Public,Negative,1,No,69
24,67,High,Yes,6,87,Low,Medium,Public,Positive,4,No,67
11,74,Medium,No,8,68,Low,Medium,Public,Positive,3,No,62
11,68,High,Yes,8,50,Low,Low,Private,Positive,4,No,61
30,68,High,Yes,6,61,High,Medium,Public,Positive,3,No,70
16,67,Medium,Yes,6,88,Medium,High,Public,Neutral,3,No,65
15,80,Medium,No,8,80,Medium,Low,Public,Neutral,4,No,65
6,92,Medium,Yes,5,77,Medium,Low,Public,Positive,4,No,66
18,83,High,Yes,6,64,Low,Medium,Private,Negative,3,No,66
19,96,Medium,Yes,7,54,High,Low,Public,Neutral,3,No,69
24,85,High,No,8,89,Medium,Low,Public,Neutral,3,No,70
12,88,Medium,No,6,52,Low,Medium,Public,Negative,1,No,63
11,87,Medium,No,8,53,High,Medium,Public,Positive,3,No,64
23,78,Low,No,9,65,High,Low,Public,Neutral,2,Yes,65
26,88,Medium,Yes,6,79,Medium,Low,Public,Neutral,4,No,71
11,63,Medium,Yes,10,100,High,Medium,Public,Neutral,3,No,61
26,94,Low,Yes,9,55,Low,High,Public,Neutral,3,No,69
20,91,Medium,No,7,74,Medium,Medium,Public,Neutral,4,No,69
27,70,Medium,No,7,80,Low,Low,Public,Neutral,3,No,66
20,91,Medium,No,6,91,Medium,High,Public,Neutral,2,No,72
5,61,Medium,No,9,84,High,Medium,Public,Neutral,3,No,60
19,69,Low,No,7,90,Medium,Low,Public,Neutral,1,No,62
26,63,Medium,Yes,5,76,Medium,Medium,Public,Neutral,5,Yes,66
15,91,High,Yes,4,72,Low,High,Private,Neutral,2,No,69
18,90,Medium,No,7,81,Medium,Medium,Public,Negative,3,No,69
19,93,High,No,7,95,Low,Medium,Private,Negative,3,No,71
3,60,Low,Yes,6,78,Low,Low,Public,Positive,1,No,57
30,80,High,No,5,80,Medium,Low,Private,Positive,4,No,72
15,88,Medium,Yes,4,67,Medium,Medium,Private,Positive,4,No,66
23,66,Medium,Yes,6,80,Medium,Medium,Public,Positive,3,No,66
19,86,Medium,No,6,81,Medium,Medium,Public,Neutral,3,No,70
28,63,Medium,No,8,88,Medium,Low,Public,Positive,2,No,67
22,67,Medium,Yes,7,79,Medium,Medium,Private,Neutral,3,No,65
19,79,Medium,Yes,9,60,Low,Low,Public,Neutral,3,Yes,63
15,86,Low,No,8,79,Medium,Low,Public,Positive,3,No,68
25,66,Medium,Yes,8,65,Medium,Medium,Public,Positive,3,Yes,63
9,67,High,Yes,8,54,Medium,Medium,Private,Positive,5,No,63
24,68,Medium,Yes,5,91,High,High,Public,Negative,4,No,68
13,70,Medium,Yes,6,53,Medium,Low,Public,Negative,0,Yes,60
28,69,Medium,No,10,82,High,Medium,Private,Neutral,2,No,67
21,76,Low,Yes,4,99,High,Low,Public,Positive,3,No,65
24,86,Low,Yes,7,54,Medium,Low,Public,Neutral,2,No,68
20,78,Low,No,8,61,Medium,Medium,Public,Neutral,2,Yes,62
9,91,Low,No,4,88,Low,Medium,Public,Neutral,4,Yes,65
15,89,Medium,Yes,6,55,High,Low,Private,Positive,3,No,66
24,65,Medium,Yes,10,92,Low,Medium,Public,Neutral,4,No,67
